"Hiszpania";"Gran Canaria";"Krakow"
"Egipt";"Hurgada";"Katowice"
"Maroko";"Agadir";"Gdansk"
"Bulgaria";"Sloneczny Brzeg";"Poznan"
"Hiszpania";"Teneryfa";"Gdansk"
"Grecja";"Rodos";"Warszawa"
"Tunezja";"Djerba";"Gdansk"
"Maroko";"Casablanca";"Katowice"
"Grecja";"Kos";"Krakow"
"Bulgaria";"Sveti Vlas";"Warszawa"
"Turcja";"Belek";"Lodz"
"Hiszpania";"Gran Canaria";"Warszawa"
"Egipt";"Hurgada";"Poznan"
"Maroko";"Casablanca";"Gdansk"
"Egipt";"Marsa Alam";"Poznan"
"Egipt";"Sharm El Sheikh";"Katowice"
"Tunezja";"Djerba";"Lodz"
"Tunezja";"Djerba";"Gdansk"
"Tunezja";"Monastir";"Katowice"
"Grecja";"Kos";"Krakow"
"Maroko";"Agadir";"Krakow"
"Grecja";"Kreta";"Poznan"
"Hiszpania";"Teneryfa";"Katowice"
"Hiszpania";"Teneryfa";"Gdansk"
"Egipt";"Marsa Alam";"Warszawa"
"Egipt";"Sharm El Sheikh";"Wroclaw"
"Tunezja";"Nabeul";"Poznan"
"Maroko";"Casablanca";"Lodz"
"Grecja";"Kos";"Lodz"
"Hiszpania";"Gran Canaria";"Wroclaw"
"Bulgaria";"Sveti Vlas";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Wroclaw"
"Turcja";"Belek";"Warszawa"
"Maroko";"Casablanca";"Warszawa"
"Egipt";"Sharm El Sheikh";"Warszawa"
"Bulgaria";"Sveti Vlas";"Warszawa"
"Hiszpania";"Fuerteventura";"Katowice"
"Tunezja";"Monastir";"Lodz"
"Hiszpania";"Teneryfa";"Warszawa"
"Maroko";"Casablanca";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Wroclaw"
"Hiszpania";"Gran Canaria";"Gdansk"
"Turcja";"Belek";"Warszawa"
"Grecja";"Kos";"Krakow"
"Grecja";"Kos";"Warszawa"
"Maroko";"Casablanca";"Warszawa"
"Grecja";"Rodos";"Gdansk"
"Maroko";"Casablanca";"Warszawa"
"Egipt";"Marsa Alam";"Wroclaw"
"Bulgaria";"Sloneczny Brzeg";"Katowice"
"Bulgaria";"Sveti Vlas";"Lodz"
"Tunezja";"Nabeul";"Warszawa"
"Tunezja";"Hammamet";"Wroclaw"
"Turcja";"Kemer";"Gdansk"
"Grecja";"Kreta";"Krakow"
"Tunezja";"Mahdia";"Gdansk"
"Grecja";"Rodos";"Katowice"
"Maroko";"Agadir";"Poznan"
"Egipt";"Marsa Alam";"Warszawa"
"Hiszpania";"Gran Canaria";"Lodz"
"Grecja";"Kreta";"Poznan"
"Hiszpania";"Gran Canaria";"Wroclaw"
"Bulgaria";"Sveti Vlas";"Poznan"
"Turcja";"Antalya";"Gdansk"
"Maroko";"Casablanca";"Krakow"
"Grecja";"Kreta";"Lodz"
"Egipt";"Marsa Alam";"Katowice"
"Maroko";"Casablanca";"Wroclaw"
"Tunezja";"Sousse";"Warszawa"
"Egipt";"Marsa Alam";"Katowice"
"Egipt";"Hurgada";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Lodz"
"Hiszpania";"Majorka";"Katowice"
"Bulgaria";"Sveti Vlas";"Wroclaw"
"Hiszpania";"Fuerteventura";"Wroclaw"
"Egipt";"Hurgada";"Poznan"
"Tunezja";"Djerba";"Lodz"
"Hiszpania";"Teneryfa";"Gdansk"
"Egipt";"Marsa Alam";"Gdansk"
"Egipt";"Sharm El Sheikh";"Katowice"
"Bulgaria";"Sveti Vlas";"Wroclaw"
"Grecja";"Kreta";"Krakow"
"Grecja";"Kos";"Wroclaw"
"Bulgaria";"Sloneczny Brzeg";"Krakow"
"Egipt";"Hurgada";"Gdansk"
"Turcja";"Side";"Krakow"
"Tunezja";"Monastir";"Wroclaw"
"Maroko";"Agadir";"Poznan"
"Tunezja";"Hammamet";"Lodz"
"Turcja";"Alanya";"Lodz"
"Bulgaria";"Sloneczny Brzeg";"Poznan"
"Tunezja";"Nabeul";"Lodz"
"Maroko";"Agadir";"Warszawa"
"Maroko";"Casablanca";"Warszawa"
"Tunezja";"Mahdia";"Wroclaw"
"Grecja";"Kos";"Katowice"
"Tunezja";"Mahdia";"Warszawa"
"Maroko";"Agadir";"Krakow"
"Grecja";"Rodos";"Gdansk"
"Hiszpania";"Teneryfa";"Poznan"
"Egipt";"Sharm El Sheikh";"Wroclaw"
"Hiszpania";"Gran Canaria";"Gdansk"
"Tunezja";"Monastir";"Gdansk"
"Maroko";"Agadir";"Wroclaw"
"Hiszpania";"Majorka";"Wroclaw"
"Egipt";"Marsa Alam";"Katowice"
"Tunezja";"Sousse";"Katowice"
"Turcja";"Belek";"Warszawa"
"Grecja";"Kreta";"Gdansk"
"Turcja";"Alanya";"Krakow"
"Maroko";"Casablanca";"Krakow"
"Turcja";"Belek";"Katowice"
"Hiszpania";"Gran Canaria";"Poznan"
"Maroko";"Casablanca";"Lodz"
"Maroko";"Agadir";"Krakow"
"Turcja";"Belek";"Gdansk"
"Bulgaria";"Sloneczny Brzeg";"Warszawa"
"Egipt";"Hurgada";"Warszawa"
"Egipt";"Hurgada";"Wroclaw"
"Egipt";"Hurgada";"Katowice"
"Bulgaria";"Sloneczny Brzeg";"Poznan"
"Turcja";"Kemer";"Lodz"
"Turcja";"Alanya";"Krakow"
"Tunezja";"Monastir";"Gdansk"
"Grecja";"Kreta";"Lodz"
"Egipt";"Sharm El Sheikh";"Warszawa"
"Egipt";"Hurgada";"Katowice"
"Hiszpania";"Teneryfa";"Katowice"
"Grecja";"Kreta";"Katowice"
"Grecja";"Rodos";"Krakow"
"Maroko";"Agadir";"Warszawa"
"Grecja";"Kos";"Katowice"
"Maroko";"Casablanca";"Lodz"
"Maroko";"Casablanca";"Gdansk"
"Egipt";"Sharm El Sheikh";"Katowice"
"Maroko";"Casablanca";"Wroclaw"
"Egipt";"Marsa Alam";"Gdansk"
"Tunezja";"Nabeul";"Krakow"
"Tunezja";"Sousse";"Wroclaw"
"Turcja";"Side";"Poznan"
"Grecja";"Kreta";"Poznan"
"Bulgaria";"Sveti Vlas";"Lodz"
"Hiszpania";"Teneryfa";"Katowice"
"Maroko";"Agadir";"Wroclaw"
"Maroko";"Casablanca";"Warszawa"
"Hiszpania";"Fuerteventura";"Wroclaw"
"Maroko";"Agadir";"Gdansk"
"Tunezja";"Hammamet";"Gdansk"
"Bulgaria";"Sveti Vlas";"Poznan"
"Turcja";"Belek";"Warszawa"
"Turcja";"Kemer";"Lodz"
"Tunezja";"Monastir";"Gdansk"
"Turcja";"Belek";"Wroclaw"
"Tunezja";"Monastir";"Katowice"
"Egipt";"Sharm El Sheikh";"Katowice"
"Turcja";"Kemer";"Poznan"
"Hiszpania";"Gran Canaria";"Krakow"
"Turcja";"Belek";"Lodz"
"Hiszpania";"Majorka";"Katowice"
"Maroko";"Agadir";"Poznan"
"Maroko";"Agadir";"Lodz"
"Bulgaria";"Sloneczny Brzeg";"Katowice"
"Hiszpania";"Majorka";"Wroclaw"
"Grecja";"Kos";"Wroclaw"
"Grecja";"Rodos";"Wroclaw"
"Bulgaria";"Sloneczny Brzeg";"Warszawa"
"Hiszpania";"Majorka";"Warszawa"
"Egipt";"Hurgada";"Krakow"
"Tunezja";"Nabeul";"Krakow"
"Grecja";"Rodos";"Wroclaw"
"Egipt";"Sharm El Sheikh";"Warszawa"
"Tunezja";"Nabeul";"Krakow"
"Turcja";"Alanya";"Warszawa"
"Maroko";"Casablanca";"Lodz"
"Turcja";"Belek";"Lodz"
"Grecja";"Rodos";"Warszawa"
"Grecja";"Rodos";"Poznan"
"Egipt";"Marsa Alam";"Gdansk"
"Grecja";"Kos";"Lodz"
"Turcja";"Antalya";"Katowice"
"Maroko";"Casablanca";"Krakow"
"Turcja";"Alanya";"Gdansk"
"Turcja";"Antalya";"Krakow"
"Egipt";"Sharm El Sheikh";"Poznan"
"Egipt";"Sharm El Sheikh";"Katowice"
"Grecja";"Rodos";"Katowice"
"Hiszpania";"Teneryfa";"Warszawa"
"Grecja";"Kreta";"Warszawa"
"Maroko";"Agadir";"Katowice"
"Tunezja";"Monastir";"Poznan"
"Turcja";"Kemer";"Poznan"
"Turcja";"Alanya";"Katowice"
"Egipt";"Marsa Alam";"Warszawa"
"Egipt";"Sharm El Sheikh";"Poznan"
"Maroko";"Agadir";"Wroclaw"
"Hiszpania";"Gran Canaria";"Lodz"
"Tunezja";"Sousse";"Katowice"
"Grecja";"Kreta";"Wroclaw"
"Hiszpania";"Fuerteventura";"Lodz"
"Grecja";"Kos";"Lodz"
"Tunezja";"Nabeul";"Krakow"
"Hiszpania";"Teneryfa";"Poznan"
"Grecja";"Rodos";"Lodz"
"Tunezja";"Mahdia";"Wroclaw"
"Maroko";"Casablanca";"Lodz"
"Tunezja";"Djerba";"Lodz"
"Hiszpania";"Gran Canaria";"Warszawa"
"Grecja";"Rodos";"Krakow"
"Hiszpania";"Fuerteventura";"Poznan"
"Turcja";"Belek";"Krakow"
"Hiszpania";"Fuerteventura";"Warszawa"
"Maroko";"Agadir";"Katowice"
"Maroko";"Casablanca";"Krakow"
"Turcja";"Alanya";"Lodz"
"Bulgaria";"Sloneczny Brzeg";"Gdansk"
"Bulgaria";"Sloneczny Brzeg";"Katowice"
"Grecja";"Rodos";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Krakow"
"Grecja";"Rodos";"Katowice"
"Hiszpania";"Fuerteventura";"Katowice"
"Bulgaria";"Sveti Vlas";"Gdansk"
"Maroko";"Casablanca";"Poznan"
"Turcja";"Alanya";"Warszawa"
"Turcja";"Kemer";"Lodz"
"Hiszpania";"Teneryfa";"Katowice"
"Maroko";"Agadir";"Krakow"
"Turcja";"Side";"Katowice"
"Grecja";"Rodos";"Warszawa"
"Grecja";"Kreta";"Gdansk"
"Hiszpania";"Majorka";"Gdansk"
"Maroko";"Agadir";"Krakow"
"Hiszpania";"Gran Canaria";"Krakow"
"Maroko";"Agadir";"Krakow"
"Bulgaria";"Sveti Vlas";"Lodz"
"Maroko";"Casablanca";"Lodz"
"Grecja";"Kos";"Warszawa"
"Turcja";"Alanya";"Krakow"
"Turcja";"Antalya";"Warszawa"
"Tunezja";"Mahdia";"Warszawa"
"Tunezja";"Mahdia";"Wroclaw"
"Maroko";"Casablanca";"Lodz"
"Bulgaria";"Sveti Vlas";"Wroclaw"
"Hiszpania";"Fuerteventura";"Warszawa"
"Bulgaria";"Sveti Vlas";"Gdansk"
"Egipt";"Hurgada";"Katowice"
"Bulgaria";"Sveti Vlas";"Warszawa"
"Grecja";"Kreta";"Krakow"
"Bulgaria";"Sveti Vlas";"Wroclaw"
"Turcja";"Belek";"Wroclaw"
"Turcja";"Antalya";"Krakow"
"Tunezja";"Nabeul";"Warszawa"
"Egipt";"Hurgada";"Wroclaw"
"Egipt";"Sharm El Sheikh";"Warszawa"
"Turcja";"Kemer";"Lodz"
"Turcja";"Belek";"Gdansk"
"Turcja";"Belek";"Krakow"
"Hiszpania";"Majorka";"Warszawa"
"Maroko";"Agadir";"Poznan"
"Maroko";"Agadir";"Wroclaw"
"Tunezja";"Sousse";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Wroclaw"
"Egipt";"Marsa Alam";"Warszawa"
"Bulgaria";"Sveti Vlas";"Katowice"
"Bulgaria";"Sloneczny Brzeg";"Gdansk"
"Grecja";"Kos";"Gdansk"
"Egipt";"Sharm El Sheikh";"Wroclaw"
"Hiszpania";"Gran Canaria";"Gdansk"
"Grecja";"Rodos";"Krakow"
"Turcja";"Belek";"Katowice"
"Tunezja";"Djerba";"Wroclaw"
"Bulgaria";"Sveti Vlas";"Lodz"
"Bulgaria";"Sloneczny Brzeg";"Poznan"
"Grecja";"Rodos";"Katowice"
"Tunezja";"Hammamet";"Warszawa"
"Egipt";"Marsa Alam";"Katowice"
"Bulgaria";"Sveti Vlas";"Krakow"
"Hiszpania";"Majorka";"Warszawa"
"Hiszpania";"Gran Canaria";"Poznan"
"Tunezja";"Djerba";"Poznan"
"Egipt";"Hurgada";"Katowice"
"Turcja";"Belek";"Krakow"
"Maroko";"Agadir";"Lodz"
"Tunezja";"Nabeul";"Lodz"
"Maroko";"Agadir";"Gdansk"
"Bulgaria";"Sloneczny Brzeg";"Gdansk"
"Egipt";"Hurgada";"Krakow"
"Hiszpania";"Teneryfa";"Gdansk"
"Hiszpania";"Teneryfa";"Wroclaw"
"Turcja";"Belek";"Warszawa"
"Hiszpania";"Majorka";"Katowice"
"Bulgaria";"Sloneczny Brzeg";"Lodz"
"Grecja";"Kreta";"Gdansk"
"Tunezja";"Mahdia";"Lodz"
"Hiszpania";"Teneryfa";"Warszawa"
"Bulgaria";"Sveti Vlas";"Poznan"
"Turcja";"Alanya";"Lodz"
"Turcja";"Alanya";"Lodz"
"Hiszpania";"Fuerteventura";"Poznan"
"Turcja";"Alanya";"Katowice"
"Grecja";"Kreta";"Lodz"
"Maroko";"Casablanca";"Warszawa"
"Grecja";"Kreta";"Gdansk"
"Tunezja";"Sousse";"Wroclaw"
"Tunezja";"Hammamet";"Lodz"
"Turcja";"Kemer";"Lodz"
"Turcja";"Antalya";"Wroclaw"
"Egipt";"Sharm El Sheikh";"Warszawa"
"Grecja";"Kos";"Gdansk"
"Maroko";"Agadir";"Krakow"
"Tunezja";"Hammamet";"Wroclaw"
"Egipt";"Hurgada";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Katowice"
"Hiszpania";"Fuerteventura";"Poznan"
"Egipt";"Marsa Alam";"Katowice"
"Turcja";"Alanya";"Poznan"
"Bulgaria";"Sloneczny Brzeg";"Gdansk"
"Grecja";"Rodos";"Wroclaw"
"Maroko";"Agadir";"Wroclaw"
"Turcja";"Alanya";"Krakow"
"Maroko";"Casablanca";"Poznan"
"Turcja";"Kemer";"Poznan"
"Egipt";"Sharm El Sheikh";"Krakow"
"Egipt";"Sharm El Sheikh";"Gdansk"
"Tunezja";"Mahdia";"Poznan"
"Tunezja";"Monastir";"Poznan"
"Egipt";"Sharm El Sheikh";"Gdansk"
"Hiszpania";"Gran Canaria";"Warszawa"
"Tunezja";"Hammamet";"Lodz"
"Tunezja";"Sousse";"Lodz"
"Tunezja";"Sousse";"Katowice"
"Maroko";"Agadir";"Lodz"
"Bulgaria";"Sveti Vlas";"Krakow"
"Maroko";"Agadir";"Warszawa"
"Tunezja";"Monastir";"Wroclaw"
"Hiszpania";"Gran Canaria";"Poznan"
"Egipt";"Hurgada";"Poznan"
"Egipt";"Hurgada";"Warszawa"
"Turcja";"Belek";"Lodz"
"Maroko";"Casablanca";"Warszawa"
"Tunezja";"Mahdia";"Poznan"
"Tunezja";"Nabeul";"Katowice"
"Egipt";"Marsa Alam";"Poznan"
"Bulgaria";"Sloneczny Brzeg";"Wroclaw"
"Bulgaria";"Sveti Vlas";"Krakow"
"Bulgaria";"Sloneczny Brzeg";"Lodz"
"Grecja";"Kos";"Poznan"
"Egipt";"Marsa Alam";"Katowice"
"Bulgaria";"Sloneczny Brzeg";"Katowice"
"Maroko";"Agadir";"Gdansk"
"Hiszpania";"Fuerteventura";"Katowice"
"Grecja";"Rodos";"Warszawa"
"Bulgaria";"Sveti Vlas";"Wroclaw"
"Turcja";"Antalya";"Poznan"
"Tunezja";"Hammamet";"Katowice"
"Turcja";"Kemer";"Wroclaw"
"Tunezja";"Mahdia";"Poznan"
"Turcja";"Antalya";"Lodz"
"Egipt";"Marsa Alam";"Katowice"
"Turcja";"Belek";"Poznan"
"Grecja";"Kreta";"Warszawa"
"Tunezja";"Djerba";"Poznan"
"Bulgaria";"Sveti Vlas";"Wroclaw"
"Turcja";"Antalya";"Krakow"
"Grecja";"Kreta";"Lodz"
"Maroko";"Casablanca";"Katowice"
"Turcja";"Alanya";"Gdansk"
"Maroko";"Casablanca";"Wroclaw"
"Maroko";"Casablanca";"Gdansk"
"Grecja";"Rodos";"Lodz"
"Tunezja";"Djerba";"Gdansk"
"Maroko";"Agadir";"Poznan"
"Tunezja";"Monastir";"Lodz"
"Egipt";"Sharm El Sheikh";"Warszawa"
"Grecja";"Kreta";"Katowice"
"Grecja";"Rodos";"Gdansk"
"Egipt";"Hurgada";"Poznan"
"Hiszpania";"Fuerteventura";"Poznan"
"Tunezja";"Nabeul";"Warszawa"
"Tunezja";"Hammamet";"Wroclaw"
"Egipt";"Hurgada";"Katowice"
"Turcja";"Kemer";"Katowice"
"Grecja";"Rodos";"Krakow"
"Bulgaria";"Sloneczny Brzeg";"Wroclaw"
"Maroko";"Casablanca";"Wroclaw"
"Grecja";"Kreta";"Poznan"
"Hiszpania";"Teneryfa";"Katowice"
"Maroko";"Casablanca";"Poznan"
"Tunezja";"Monastir";"Warszawa"
"Egipt";"Sharm El Sheikh";"Gdansk"
"Tunezja";"Monastir";"Warszawa"
"Egipt";"Hurgada";"Gdansk"
"Egipt";"Sharm El Sheikh";"Wroclaw"
"Maroko";"Casablanca";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Wroclaw"
"Maroko";"Casablanca";"Krakow"
"Turcja";"Antalya";"Poznan"
"Turcja";"Belek";"Krakow"
"Hiszpania";"Fuerteventura";"Wroclaw"
"Bulgaria";"Sveti Vlas";"Wroclaw"
"Egipt";"Hurgada";"Katowice"
"Turcja";"Alanya";"Katowice"
"Egipt";"Sharm El Sheikh";"Poznan"
"Egipt";"Marsa Alam";"Katowice"
"Bulgaria";"Sveti Vlas";"Katowice"
"Egipt";"Marsa Alam";"Wroclaw"
"Hiszpania";"Majorka";"Lodz"
"Bulgaria";"Sloneczny Brzeg";"Katowice"
"Maroko";"Casablanca";"Warszawa"
"Turcja";"Belek";"Wroclaw"
"Hiszpania";"Majorka";"Warszawa"
"Turcja";"Kemer";"Katowice"
"Bulgaria";"Sloneczny Brzeg";"Katowice"
"Egipt";"Sharm El Sheikh";"Katowice"
"Grecja";"Rodos";"Warszawa"
"Maroko";"Casablanca";"Lodz"
"Maroko";"Agadir";"Poznan"
"Hiszpania";"Majorka";"Katowice"
"Hiszpania";"Gran Canaria";"Poznan"
"Maroko";"Agadir";"Wroclaw"
"Egipt";"Marsa Alam";"Katowice"
"Bulgaria";"Sloneczny Brzeg";"Katowice"
"Maroko";"Casablanca";"Gdansk"
"Tunezja";"Monastir";"Lodz"
"Tunezja";"Monastir";"Katowice"
"Tunezja";"Monastir";"Lodz"
"Maroko";"Agadir";"Gdansk"
"Turcja";"Kemer";"Wroclaw"
"Maroko";"Casablanca";"Poznan"
"Hiszpania";"Fuerteventura";"Krakow"
"Egipt";"Hurgada";"Krakow"
"Egipt";"Hurgada";"Gdansk"
"Maroko";"Casablanca";"Wroclaw"
"Maroko";"Agadir";"Katowice"
"Tunezja";"Djerba";"Krakow"
"Grecja";"Kreta";"Katowice"
"Turcja";"Side";"Gdansk"
"Maroko";"Casablanca";"Katowice"
"Bulgaria";"Sloneczny Brzeg";"Wroclaw"
"Grecja";"Rodos";"Wroclaw"
"Tunezja";"Sousse";"Wroclaw"
"Maroko";"Casablanca";"Poznan"
"Maroko";"Agadir";"Krakow"
"Tunezja";"Sousse";"Gdansk"
"Egipt";"Marsa Alam";"Poznan"
"Egipt";"Sharm El Sheikh";"Warszawa"
"Hiszpania";"Fuerteventura";"Wroclaw"
"Maroko";"Agadir";"Gdansk"
"Egipt";"Sharm El Sheikh";"Krakow"
"Grecja";"Rodos";"Gdansk"
"Bulgaria";"Sveti Vlas";"Poznan"
"Turcja";"Antalya";"Wroclaw"
"Maroko";"Casablanca";"Wroclaw"
"Grecja";"Rodos";"Krakow"
"Tunezja";"Sousse";"Poznan"
"Turcja";"Kemer";"Katowice"
"Grecja";"Rodos";"Gdansk"
"Tunezja";"Sousse";"Wroclaw"
"Grecja";"Kreta";"Gdansk"
"Bulgaria";"Sloneczny Brzeg";"Gdansk"
"Tunezja";"Hammamet";"Krakow"
"Hiszpania";"Gran Canaria";"Katowice"
"Tunezja";"Djerba";"Krakow"
"Maroko";"Agadir";"Katowice"
"Hiszpania";"Gran Canaria";"Krakow"
"Hiszpania";"Fuerteventura";"Wroclaw"
"Hiszpania";"Gran Canaria";"Krakow"
"Grecja";"Rodos";"Krakow"
"Grecja";"Kreta";"Krakow"
"Bulgaria";"Sveti Vlas";"Gdansk"
"Hiszpania";"Fuerteventura";"Krakow"
"Grecja";"Rodos";"Warszawa"
"Hiszpania";"Majorka";"Warszawa"
"Tunezja";"Sousse";"Warszawa"
"Bulgaria";"Sveti Vlas";"Katowice"
"Tunezja";"Nabeul";"Poznan"
"Bulgaria";"Sloneczny Brzeg";"Wroclaw"
"Hiszpania";"Gran Canaria";"Wroclaw"
"Turcja";"Side";"Warszawa"
"Turcja";"Kemer";"Lodz"
"Egipt";"Marsa Alam";"Katowice"
"Egipt";"Marsa Alam";"Gdansk"
"Hiszpania";"Gran Canaria";"Gdansk"
"Grecja";"Kos";"Krakow"
"Tunezja";"Sousse";"Wroclaw"
"Hiszpania";"Gran Canaria";"Krakow"
"Bulgaria";"Sveti Vlas";"Krakow"
"Hiszpania";"Teneryfa";"Katowice"
"Grecja";"Kos";"Krakow"
"Grecja";"Kos";"Wroclaw"
"Turcja";"Kemer";"Katowice"
"Bulgaria";"Sloneczny Brzeg";"Warszawa"
"Egipt";"Sharm El Sheikh";"Krakow"
"Egipt";"Hurgada";"Wroclaw"
"Maroko";"Agadir";"Wroclaw"
"Tunezja";"Hammamet";"Wroclaw"
"Turcja";"Antalya";"Poznan"
"Hiszpania";"Majorka";"Gdansk"
"Egipt";"Hurgada";"Katowice"
"Hiszpania";"Majorka";"Gdansk"
"Turcja";"Antalya";"Katowice"
"Egipt";"Sharm El Sheikh";"Gdansk"
"Egipt";"Sharm El Sheikh";"Krakow"
"Maroko";"Agadir";"Warszawa"
"Grecja";"Kos";"Lodz"
"Maroko";"Casablanca";"Lodz"
"Tunezja";"Mahdia";"Lodz"
"Bulgaria";"Sloneczny Brzeg";"Poznan"
"Grecja";"Kos";"Poznan"
"Grecja";"Rodos";"Lodz"
"Grecja";"Kreta";"Warszawa"
"Turcja";"Antalya";"Lodz"
"Turcja";"Kemer";"Katowice"
"Hiszpania";"Fuerteventura";"Gdansk"
"Egipt";"Hurgada";"Poznan"
"Tunezja";"Djerba";"Warszawa"
"Turcja";"Side";"Warszawa"
"Egipt";"Sharm El Sheikh";"Katowice"
"Egipt";"Marsa Alam";"Wroclaw"
"Bulgaria";"Sveti Vlas";"Lodz"
"Maroko";"Agadir";"Krakow"
"Grecja";"Rodos";"Lodz"
"Maroko";"Agadir";"Wroclaw"
"Turcja";"Kemer";"Gdansk"
"Bulgaria";"Sloneczny Brzeg";"Krakow"
"Grecja";"Kos";"Gdansk"
"Maroko";"Agadir";"Krakow"
"Turcja";"Belek";"Poznan"
"Maroko";"Casablanca";"Katowice"
"Tunezja";"Monastir";"Poznan"
"Egipt";"Hurgada";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Poznan"
"Egipt";"Hurgada";"Warszawa"
"Bulgaria";"Sloneczny Brzeg";"Warszawa"
"Tunezja";"Mahdia";"Gdansk"
"Maroko";"Casablanca";"Krakow"
"Hiszpania";"Majorka";"Wroclaw"
"Maroko";"Casablanca";"Poznan"
"Bulgaria";"Sloneczny Brzeg";"Poznan"
"Maroko";"Casablanca";"Gdansk"
"Grecja";"Rodos";"Lodz"
"Grecja";"Kreta";"Wroclaw"
"Bulgaria";"Sveti Vlas";"Krakow"
"Grecja";"Kreta";"Warszawa"
"Egipt";"Hurgada";"Gdansk"
"Maroko";"Agadir";"Katowice"
"Tunezja";"Hammamet";"Gdansk"
"Grecja";"Kos";"Katowice"
"Bulgaria";"Sveti Vlas";"Poznan"
"Tunezja";"Mahdia";"Warszawa"
"Tunezja";"Nabeul";"Krakow"
"Tunezja";"Mahdia";"Warszawa"
"Maroko";"Agadir";"Lodz"
